B9401.KOLLIUTS,B9401.KOLLINR,B9401.SKAPDAT,B9401.SKAPTIM,B9401.FRDPLATS,B9403.ARTNR,B9401.EMBTYP,B9403.ARTANT,B9403.PACKNR,SERIAL NUMBER
,,20220427,195907,4-H-23-6-I,32249114,,48,,4400438
,,20220427,195736,6-H-13-11-I,32249114,,48,,4400439
,,20220427,195721,4-H-25-1-I,32249114,,48,,4400440
,,20220427,195545,1-H-10-6-I,32249115,,17,,4400441
,,20220427,195558,3-V-17-8-I,32249115,,48,,4400442
,,20220427,195612,5-H-10-4-I,32249115,,48,,4400443
,,20220427,195640,3-H-19-7-I,32249115,,48,,4400444
,,20220427,135716,5-H-1-8-Y,30624533,,240,1743707,4400445
,,20220428,84330,2-V-2-3-I,31437421,,288,2201229,4400446
,,20220428,84330,4-V-5-14-I,31437421,,288,2201229,4400447
,,20220428,84330,4-V-4-2-I,32252302,,120,2201229,4400448
,,20220428,84330,5-V-1-3-I,32252302,,120,2201229,4400449
,,20220428,84330,1-H-5-13-I,32252302,,120,2201229,4400450
,,20220428,84330,6-V-1-13-I,32252302,,120,2201229,4400451
,,20220429,100615,4-V-20-9-I,31441265,,24,,4400452
,,20220429,134158,1-V-8-2-I,31459842,,192,51697720,4400453
,,20220429,90825,1-V-8-14-I,30624533,,160,1743708,4400454
,,20220429,130912,2-H-21-8-Y,982802,,1500,1743710,4400455
,,20220429,135014,1-V-6-5-I,982794,,4400,1875268,4400456
,,20220429,100644,5-H-13-1-I,31441265,,24,,4400457
,,20220429,100157,3-H-24-10-I,31441265,,24,,4400458
,,20220429,100354,1-V-22-12-I,31441265,,24,,4400459
,,20220429,100328,6-H-15-2-I,31441265,,24,,4400460
,,20220429,100712,6-H-15-6-I,31441265,,24,,4400461
,,20220429,100224,4-V-13-12-I,31441265,,24,,4400462
,,20220429,100250,1-H-22-12-I,31441265,,24,,4400463
,,20220429,100051,4-H-11-6-I,31441265,,24,,4400464
,,20220429,100146,2-V-21-1-I,31441265,,24,,4400465
,,20220429,95926,2-H-19-2-I,31441265,,24,,4400466
,,20220429,100132,4-V-11-6-I,31441265,,24,,4400467
,,20220429,100317,5-V-10-13-I,31441265,,24,,4400468
,,20220429,100025,3-H-23-13-I,31441265,,24,,4400469
,,20220429,100500,4-H-16-7-I,31441265,,24,,4400470
,,20220429,100614,5-V-11-12-I,31441265,,24,,4400471
,,20220429,95859,UTKTR2,31441265,,24,,4400472
,,20220429,100050,5-H-10-7-I,31441265,,24,,4400473
,,20220429,100020,1-H-21-12-I,31441265,,24,,4400474
,,20220429,100117,2-V-16-1-I,31441265,,24,,4400475
,,20220429,95947,3-V-23-10-I,31441265,,24,,4400476
,,20220502,94308,6-V-28-6-I,31437421,,76,,4400477
,,20220502,94825,5-V-20-8-I,32252302,,40,,4400478
,,20220502,145851,6-H-25-12-I,31437205,,100,35078240,4400479
,,20220503,130215,3-V-9-8-I,31342677,,425,10230657,4400480
,,20220504,122945,4-V-20-8-I,30624533,,240,1754565,4400481
,,20220504,122843,6-V-15-4-I,30624533,,160,1880673,4400482
,,20220504,170522,3-V-24-2-I,31459841,,12,78128340,4400483
,,20220504,170522,6-H-25-2-I,31459841,,12,78128340,4400484
,,20220504,170522,1-V-16-6-I,31459841,,12,78128340,4400485
,,20220504,170522,2-H-32-4-I,31459841,,12,78128340,4400486
,,20220505,81011,5-V-5-10-I,31459842,,192,,4400487
,,20220506,141826,5-V-18-14-Y,30624533,,320,1879647,4400488
,,20220509,120534,3-V-18-1-Y,30624533,,160,1296998,4400489
,,20220511,100921,1-H-14-9-I,30624533,,320,1893212,4400490
,,20220518,110231,4-H-25-5-I,31368824,,66,86990329,4400491
,,20220520,142836,3-H-28-7-I,30624533,,160,1908549,4400492
,,20220523,131153,5-H-22-4-I,30624533,,240,1911227,4400493
,,20220525,144646,6-H-21-6-I,30624533,,320,1915611,4400494
,,20220601,152220,2-H-14-4-I,31437477,,21,,4400495
,,20220601,140759,1-V-4-12-I,31441265,,24,,4400496
,,20220601,150754,1-H-10-12-I,31474846,,5,,4400497
,,20220601,140909,2-H-20-12-I,31441265,,6,,4400498
,,20220601,142523,1-V-1-5-I,30624533,,240,1801168,4400499
,,20220602,95741,3-V-28-6-I,32222584,,6,,4400500
,,20220602,94325,3-V-19-11-I,31437205,,96,,4400501
,,20220602,110038,5-V-4-8-I,31437421,,75,,4400502
,,20220602,124223,4-V-34-8-I,31338395,,152,,4400503
,,20220602,74712,4-V-10-4-I,31439783,,5,,4400504
,,20220602,134405,4-H-11-5-I,31368529,,752,,4400505
,,20220602,150417,4-H-26-9-I,31368531,,120,,4400506
,,20220602,95755,1-H-9-10-Y,31430979,,440,,4400507
,,20220602,100132,3-V-25-1-I,31459808,,147,,4400508
,,20220602,101534,5-V-5-8-I,31441176,,902,,4400509
,,20220602,102519,5-V-3-8-I,31459842,,69,,4400510
,,20220602,102658,6-H-21-10-I,31492241,,71,,4400511
,,20220602,121748,1-H-9-10-I,982794,,1714,,4400512
,,20220602,124830,1-V-25-7-I,987678,,2272,,4400513
,,20220602,125454,3-H-7-9-I,987736,,846,,4400514
,,20220602,130327,2-H-20-8-Y,982775,,2822,,4400515
,,20220602,130545,4-H-27-10-I,982802,,332,,4400516
,,20220602,132116,2-V-27-14-Y,30624533,,2496,,4400517
,,20220602,144507,6-H-10-12-Y,31441271,,103,,4400518
,,20220603,81838,6-V-18-8-I,31441692,,12,,4400519
,,20220603,81735,6-V-1-8-I,31459841,,12,,4400520
,,20220603,95741,5-H-12-4-I,32140157,,73,,4400521
,,20220603,83336,5-H-24-1-I,31441692,,12,,4400522
,,20220603,83426,6-H-3-8-I,31459841,,12,,4400523
,,20220603,94027,5-V-12-1-I,31459841,,1,,4400524
,,20220609,110206,6-H-12-3-Y,32213494,,240,,4400525
,,20220609,105120,4-H-6-10-I,31375104,,1239,,4400526
,,20220622,82958,5-V-27-14-I,30640852,,30,,4400527
,,20220623,91841,2-H-39-11-I,31316111,,880,87164472,4400528
,,20220829,94359,3-H-11-8-I,31492318,,64,,4400529
,,20220906,81239,3-H-10-1-I,30725401,,76,,4400530
,,20220906,93057,4-H-8-4-I,30725401,,46,,4400531
,,20221011,112314,4-V-9-4-I,31368460,,36,87089967,4400532
,,20221027,130811,1-V-3-8-I,51,,0,,4400533
,,20221027,131727,5-H-4-4-I,51,,0,,4400534
,,20221103,130121,3-H-10-7-I,31430704,,22,6043905,4400535
,,20221128,122806,4-V-5-9-I,31679338,,3769,,4400536
,,20221129,102412,2-H-19-5-I,24,,0,,4400537
,,20221129,102427,4-H-12-12-I,24,,0,,4400538
,,20221129,102457,3-V-2-10-I,24,,0,,4400539
,,20221129,102510,3-V-38-8-I,24,,0,,4400540
,,20221129,102527,4-V-16-3-I,24,,0,,4400541
,,20221129,102543,2-H-10-10-I,24,,0,,4400542
,,20221129,102557,2-V-28-10-I,24,,0,,4400543
,,20221129,102610,2-V-11-1-I,24,,0,,4400544
,,20221205,141154,3-H-7-1-I,11994,,60000,1576483,4400545
,,20221208,123434,3-V-15-2-I,32280517,,2,,4400546
,,20221208,123631,1-V-16-1-I,32280518,,2,,4400547
,,20221209,111940,5-H-21-8-Y,982781,,6000,,4400548
,,20221214,122954,6-V-11-2-I,31401067,,999,517227,4400549
,,20230109,135250,5-H-34-12-I,1298610,,7200,3204701,4400550
,,20230110,151014,6-V-10-14-I,32213491,,480,,4400551
,,20230117,152337,2-V-16-13-I,32213491,,480,,4400552
,,20230118,83353,2-V-27-11-I,31375831,,1920,282570,4400553
,,20230123,82207,5-H-6-13-I,3672,,0,,4400554
,,20230123,85633,2-H-26-10-I,32213491,,480,87208681,4400555
,,20230202,92633,9252,31375131,,3520,872180,4400556
,,20230206,123339,6-V-27-1-I,11996,,60000,1695843,4400557
,,20230207,150025,3-H-27-4-I,32213491,,240,,4400558
,,20230214,145109,2-V-25-8-Y,32213491,,240,,4400559
,,20230220,132845,2-H-4-2-I,1298592,,2100,3215981,4400560
,,20230220,123006,5-H-21-8-I,11994,,28000,1695842,4400561
,,20230221,102843,2-H-13-11-I,32213531,,240,,4400562
,,20230223,111742,5-V-1-8-I,31430992,,75,35470898,4400563
,,20230227,85417,6-H-13-8-I,32213531,,240,87218432,4400564
,,20230228,131426,4-V-30-7-I,32213491,,240,,4400565
,,20230228,124452,3-H-5-9-I,31339654,,4160,459343,4400566
,,20230228,124452,1-H-6-2-I,31339654,,1440,459343,4400567
,,20230306,63413,UTKTR2,31459809,,480,627513,4400568
,,20230306,144925,5-V-14-7-I,31316091,,1920,87220251,4400569
,,20230307,71357,6-V-31-7-I,30640852,,450,,4400570
,,20230307,155157,6-H-5-2-I,31375697,,25000,40536665,4400571
,,20230314,174040,6-V-8-4-I,32213504,,480,,4400572
,,20230316,122752,GM1,3212,,0,,4400573
,,20230316,123028,GM1,3212,,0,,4400574
,,20230316,112839,1-H-10-3-I,31375842,,3840,288176,4400575
,,20230317,111312,4-V-2-14-I,51,,0,,4400576
,,20230320,114608,UTKTR3,31441271,,6000,399412,4400577
,,20230321,104352,3-H-6-8-I,31375842,,3840,289304,4400578
,,20230322,112206,GM1,3212,,0,,4400579
,,20230322,234153,4-V-7-1-I,3223,,0,,4400580
,,20230323,132433,UTKTR2,3212,,0,,4400581
,,20230323,155047,6-H-15-3-I,31401195,,72,23928487,4400582
,,20230323,182035,2-V-22-5-Y,31401195,,72,23929064,4400583
,,20230323,182035,3-H-34-5-I,31401195,,72,23929064,4400584
,,20230323,182035,6-H-16-4-I,31401195,,72,23929064,4400585
,,20230327,110526,5-H-17-10-Y,11994,,60000,1739464,4400586
,,20230329,80002,6-H-7-13-I,31375842,,7680,289804,4400587
,,20230403,173119,5-H-9-4-I,31258024,,6000,,4400588
,,20230403,212529,4-V-43-6-I,3212,,0,,4400589
,,20230403,212741,4-V-42-12-I,3212,,0,,4400590
,,20230403,213050,GM1,3212,,0,,4400591
,,20230403,213431,3-H-9-12-I,3212,,0,,4400592
,,20230403,213653,4-H-44-10-I,3212,,0,,4400593
,,20230403,215121,6-H-19-11-I,3212,,0,,4400594
,,20230403,215240,GM1,3212,,0,,4400595
,,20230403,215613,2-V-4-14-I,3212,,0,,4400596
,,20230403,220309,4-H-24-7-I,3212,,0,,4400597
,,20230403,222109,2-H-16-5-I,3285,,0,,4400598
,,20230403,222359,6-H-20-13-I,3285,,0,,4400599
,,20230403,111021,1-V-21-1-I,986214,,29000,1787311,4400600
,,20230403,145430,6-H-35-12-I,32224532,,9600,87228091,4400601
,,20230404,142721,6-H-33-9-I,32213491,,240,,4400602
,,20230404,104510,3-V-6-8-I,3472,,0,,4400603
,,20230404,104635,3-H-23-12-I,3472,,0,,4400604
,,20230404,104858,6-H-2-5-I,3472,,0,,4400605
,,20230404,105309,4-V-2-5-I,3472,,0,,4400606
,,20230404,105431,5-V-32-7-I,3472,,0,,4400607
,,20230404,105815,6-V-3-4-I,3472,,0,,4400608
,,20230404,105927,6-V-14-12-I,3472,,0,,4400609
,,20230404,110138,1-V-13-5-I,3472,,0,,4400610
,,20230404,110313,6-V-17-2-I,3472,,0,,4400611
,,20230404,143752,4-H-31-8-I,3472,,0,,4400612
,,20230404,143910,6-V-22-14-I,3472,,0,,4400613
,,20230404,144021,6-V-36-1-I,3472,,0,,4400614
,,20230404,144154,6-V-36-2-I,3472,,0,,4400615
,,20230404,214000,2-V-46-10-I,3212,,0,,4400616
,,20230404,214735,1-H-27-1-I,3212,,0,,4400617
,,20230404,215123,1-V-1-13-I,3212,,0,,4400618
,,20230405,190146,6-V-8-2-I,31430704,,150,6048092,4400619
,,20230405,190146,4-V-11-4-I,31430704,,150,6048092,4400620
,,20230406,100642,6-H-27-5-I,31368460,,100,87215465,4400621
,,20230406,100642,5-H-24-2-I,31368460,,100,87215465,4400622
,,20230406,100642,4-H-25-12-I,31368460,,100,87215465,4400623
,,20230406,100642,6-V-8-12-I,31368460,,100,87215465,4400624
,,20230406,100642,6-H-27-8-I,31368460,,100,87215465,4400625
,,20230406,75427,2-V-25-2-I,30624604,,3000,3489131,4400626
,,20230406,75427,2-H-11-4-I,30624604,,1000,3489131,4400627
,,20230411,121010,2-H-15-2-I,32249215,,136,291786,4400628
,,20230414,155601,5-V-17-14-I,982802,,9000,2495551,4400629
,,20230414,91632,2-V-15-14-I,982775,,5400,3491145,4400630
,,20230417,210641,1-V-11-14-I,31321325,,14,,4400631
,,20230417,65741,1-H-11-9-I,31459809,,512,632706,4400632
,,20230417,80648,3-V-20-3-I,31368824,,304,87221676,4400633
,,20230418,231653,2-V-3-6-I,3223,,0,,4400634
,,20230418,195150,3-V-36-12-I,31401195,,72,24124289,4400635
,,20230418,104629,4-V-19-14-I,31375697,,90000,40552849,4400636
,,20230419,94450,5-V-16-10-I,31375842,,3840,292810,4400637
,,20230421,125929,3-V-36-12-Y,987678,,5400,4235862,4400638
,,20230422,221220,3-V-14-12-I,31480754,,180,584409,4400639
,,20230424,110901,5-H-17-5-I,31480754,,132,,4400640
,,20230424,125120,6-V-9-4-Y,986214,,17000,2512982,4400641
,,20230425,94927,5-H-27-3-I,3181,,0,,4400642
,,20230425,95151,2-V-4-4-I,3181,,0,,4400643
,,20230425,122516,6-V-9-4-I,3782,,0,,4400644
,,20230425,123110,6-V-9-14-Y,3782,,0,,4400645
,,20230425,151709,1-H-31-13-I,26,,0,,4400646
,,20230425,104541,6-H-20-5-I,987736,,4500,3494056,4400647
,,20230425,104541,2-V-14-13-I,987736,,4500,3494056,4400648
,,20230426,212824,4-H-45-2-I,3212,,0,,4400649
,,20230426,213110,3-V-39-5-I,3212,,0,,4400650
,,20230426,213350,6-H-3-6-I,3212,,0,,4400651
,,20230426,213633,1-H-6-9-I,3212,,0,,4400652
,,20230426,213920,6-H-2-12-I,3212,,0,,4400653
,,20230426,214141,2-V-14-11-I,3212,,0,,4400654
,,20230426,214826,5-V-9-3-I,3212,,0,,4400655
,,20230426,220121,2-V-2-9-I,3212,,0,,4400656
,,20230426,220232,5-V-7-3-I,3212,,0,,4400657
,,20230426,220410,UTKTR2,3212,,0,,4400658
,,20230426,220626,2-V-1-13-I,3212,,0,,4400659
,,20230426,221345,5-H-12-12-I,3212,,0,,4400660
,,20230426,221148,6-V-36-10-I,3212,,0,,4400661
,,20230426,221548,4-H-13-13-I,3212,,0,,4400662
,,20230426,225446,3-V-8-6-I,3212,,0,,4400663
,,20230426,225738,UTKTR2,3212,,0,,4400664
,,20230426,225858,4-H-8-7-I,3212,,0,,4400665
,,20230426,230026,2-V-13-1-I,3212,,0,,4400666
,,20230426,124937,1-H-16-12-I,31430979,,500,367711,4400667
,,20230427,145354,4-H-27-5-I,31206569,,1000,,4400668
,,20230428,124540,5-H-7-8-I,3219,,0,,4400669
,,20230428,125004,2-V-27-5-I,3286,,0,,4400670
,,20230428,130007,5-H-32-5-I,3286,,0,,4400671
,,20230428,125804,6-V-29-5-I,3286,,0,,4400672
,,20230428,121258,2-H-20-13-I,30640768,,3100,2356563,4400673
,,20230502,143218,2-V-24-8-I,31206569,,2000,,4400674
,,20230502,160932,4-V-27-2-I,31316240,,6650,,4400675
,,20230503,192809,6-V-5-5-I,26,,0,,4400676
,,20230503,193826,4-H-9-10-I,3285,,0,,4400677
,,20230503,194321,4-H-23-1-I,3285,,0,,4400678
,,20230503,194843,1-V-15-4-I,3285,,0,,4400679
,,20230503,203428,5-H-1-5-I,3285,,0,,4400680
,,20230503,203725,2-H-17-9-I,3285,,0,,4400681
,,20230503,91942,6-V-26-4-I,31430979,,2500,368667,4400682
,,20230503,190127,1-H-17-8-I,31670108,,150,6048672,4400683
,,20230505,142303,2-V-18-7-I,3219,,0,,4400684
,,20230505,204701,3-V-32-8-Y,31316277,,7600,,4400685
,,20230505,204845,2-V-23-5-I,31316277,,7600,,4400686
,,20230505,204643,4-H-37-6-I,31316277,,7600,,4400687
,,20230505,204728,2-H-30-2-I,31316277,,7600,,4400688
,,20230505,105037,5-V-31-7-I,31401333,,36,,4400689
,,20230508,110018,6-V-27-8-Y,3686,,0,,4400690
,,20230508,104321,3-H-15-8-I,32290415,,1200,2375799,4400691
,,20230509,93053,6-V-2-3-I,31316093,,9480,,4400692
,,20230509,111035,4-H-4-1-I,3212,,0,,4400693
,,20230509,121703,5-H-8-12-I,3212,,0,,4400694
,,20230509,131810,2-V-3-3-I,31480754,,192,584824,4400695
,,20230509,131810,5-V-3-10-I,31480754,,192,584824,4400696
,,20230509,131810,3-V-1-6-I,31480754,,192,584824,4400697
,,20230509,131810,3-V-2-12-I,31480754,,192,584824,4400698
,,20230511,154949,6-H-21-6-Y,986214,,30000,2385463,4400699
,,20230512,200800,3-V-16-4-I,31401195,,72,24330902,4400700
,,20230515,135517,6-H-12-8-I,3743,,0,,4400701
,,20230515,140839,2-V-10-14-I,3743,,0,,4400702
,,20230515,141024,4-H-7-5-I,3743,,0,,4400703
,,20230515,141213,3-V-3-4-I,3743,,0,,4400704
,,20230515,220609,1-V-10-13-I,3211,,0,,4400705
,,20230515,221154,5-H-9-2-I,3211,,0,,4400706
,,20230515,222044,2-H-2-3-I,3211,,0,,4400707
,,20230515,230641,2-H-2-11-I,3211,,0,,4400708
,,20230515,230844,3-H-3-10-I,3211,,0,,4400709
,,20230515,134918,5-V-17-10-I,32213522,,9600,87238081,4400710
,,20230516,124651,5-V-2-14-I,32202336,,1600,,4400711
,,20230516,124837,6-V-7-14-I,32202336,,1600,,4400712
,,20230516,125939,2-V-5-14-I,32202336,,1600,,4400713
,,20230516,234154,2-H-36-4-I,32135228,,80,,4400714
,,20230516,133019,2-V-26-1-I,3444,,0,,4400715
,,20230516,133200,2-H-1-4-I,3444,,0,,4400716
,,20230516,133340,4-V-21-10-I,3444,,0,,4400717
,,20230516,133600,1-V-14-6-I,3444,,0,,4400718
,,20230516,133941,3-V-8-12-I,3444,,0,,4400719
,,20230516,150837,1-V-20-7-I,31375832,,7680,296471,4400720
,,20230516,150837,2-V-25-4-I,31375843,,7680,296471,4400721
,,20230516,114854,5-H-3-7-I,32361916,,18,4369789,4400722
,,20230516,114854,6-H-1-7-I,32361916,,18,4369789,4400723
,,20230516,114854,5-H-25-2-I,32361916,,18,4369789,4400724
,,20230516,114854,4-H-8-9-I,32361916,,18,4369789,4400725
,,20230516,234828,6-H-35-10-I,32135228,,80,,4400726
,,20230516,234330,2-V-36-5-I,32135228,,80,,4400727
,,20230516,234535,3-V-12-4-I,32135228,,80,,4400728
,,20230516,235609,2-H-36-8-I,32135228,,80,,4400729
,,20230516,235240,4-H-40-13-I,32135228,,80,,4400730
,,20230516,233922,5-V-17-5-I,32135228,,80,,4400731
,,20230516,234939,4-H-40-7-I,32135228,,80,,4400732
,,20230516,235321,3-H-20-7-I,32135228,,80,,4400733
,,20230516,235021,4-H-40-11-I,32135228,,80,,4400734
,,20230516,235633,6-V-37-3-I,32135228,,80,,4400735
,,20230516,234738,4-V-16-13-I,32135228,,80,,4400736
,,20230516,234234,2-H-36-5-I,32135228,,80,,4400737
,,20230516,234802,5-V-34-1-I,32135228,,80,,4400738
,,20230516,235401,3-H-30-1-I,32135228,,80,,4400739
,,20230517,140739,6-V-21-3-I,31336014,,7500,370600,4400740
,,20230522,190510,2-H-12-6-Y,986214,,13000,2550526,4400741
,,20230522,73908,3-H-8-7-I,32249029,,2160,91911980,4400742
,,20230522,74928,5-V-5-6-I,31316092,,9600,87239321,4400743
,,20230523,190600,4-V-7-11-I,32252284,,120,,4400744
,,20230523,193134,1-V-25-13-I,32135228,,80,,4400745
,,20230523,132613,3-H-4-4-I,3285,,0,,4400746
,,20230523,144715,6-H-26-4-I,3131,,0,,4400747
,,20230523,145958,OMPL1,780,,0,,4400748
,,20230523,151823,OMPL1,780,,0,,4400749
,,20230523,152542,OMPL1,780,,0,,4400750
,,20230523,182524,5-V-12-10-I,32252284,,120,,4400751
,,20230523,122316,6-V-11-4-I,32252284,,120,,4400752
,,20230523,215425,2-H-24-12-I,32252284,,120,,4400753
,,20230523,174224,4-H-32-9-I,32252284,,120,,4400754
,,20230523,122406,6-V-20-12-I,32252284,,120,,4400755
,,20230523,215549,3-H-20-1-I,32252284,,120,,4400756
,,20230523,134730,4-V-4-6-I,1298592,,7200,3238641,4400757
,,20230523,85132,2-V-18-5-Y,943590,,500,720278,4400758
,,20230523,220557,4-H-43-6-I,32135228,,80,,4400759
,,20230523,220330,6-V-37-10-I,32135228,,80,,4400760
,,20230523,211814,5-H-38-3-I,32135228,,80,,4400761
,,20230523,215715,2-V-37-11-I,32135228,,80,,4400762
,,20230523,220015,2-H-37-13-I,32135228,,80,,4400763
,,20230523,212433,6-V-33-8-I,32135228,,80,,4400764
,,20230523,211958,5-V-38-3-I,32135228,,80,,4400765
,,20230523,214643,5-V-35-9-I,32135228,,80,,4400766
,,20230523,225004,2-V-33-2-I,32135228,,80,,4400767
,,20230523,212925,4-V-35-9-I,32135228,,80,,4400768
,,20230523,191358,5-V-33-2-I,32135228,,80,,4400769
,,20230523,193631,5-H-36-5-I,32135228,,80,,4400770
,,20230523,193133,2-H-33-6-I,32135228,,80,,4400771
,,20230523,191309,5-H-12-5-I,32135228,,80,,4400772
,,20230523,211842,6-H-27-1-I,32135228,,80,,4400773
,,20230523,212622,4-H-28-10-I,32135228,,80,,4400774
,,20230523,224739,3-H-18-6-I,32135228,,80,,4400775
,,20230523,213818,6-V-23-9-I,32135228,,80,,4400776
,,20230523,212656,6-V-37-5-I,32135228,,80,,4400777
,,20230523,212524,3-H-20-9-I,32135228,,80,,4400778
,,20230523,193332,1-H-26-2-I,32135228,,80,,4400779
,,20230523,222634,6-H-38-4-I,32135228,,80,,4400780
,,20230523,220928,3-H-38-7-I,32135228,,80,,4400781
,,20230523,221302,4-V-43-7-I,32135228,,80,,4400782
,,20230523,192251,6-H-33-2-I,32135228,,80,,4400783
,,20230523,193422,1-H-26-3-I,32135228,,80,,4400784
,,20230523,212802,6-H-37-6-I,32135228,,80,,4400785
,,20230523,193206,4-V-21-9-I,32135228,,80,,4400786
,,20230523,212136,5-V-38-4-I,32135228,,80,,4400787
,,20230523,212650,2-V-37-4-I,32135228,,80,,4400788
,,20230523,122003,5-V-11-10-I,32135228,,80,,4400789
,,20230523,211843,2-H-37-2-I,32135228,,80,,4400790
,,20230523,212026,6-H-37-5-I,32135228,,80,,4400791
,,20230523,220105,2-V-37-13-I,32135228,,80,,4400792
,,20230523,215913,3-V-37-13-I,32135228,,80,,4400793
,,20230523,193237,5-H-34-4-I,32135228,,80,,4400794
,,20230523,212112,5-V-36-3-I,32135228,,80,,4400795
,,20230523,212217,5-H-38-5-I,32135228,,80,,4400796
,,20230523,192001,3-H-17-10-I,32135228,,80,,4400797
,,20230523,211908,2-H-37-3-I,32135228,,80,,4400798
,,20230523,211944,6-H-3-13-I,32135228,,80,,4400799
,,20230523,221400,6-V-37-14-I,32135228,,80,,4400800
,,20230523,192505,6-V-33-14-I,32135228,,80,,4400801
,,20230523,225150,1-H-11-6-I,32135228,,80,,4400802
,,20230523,191334,3-V-12-14-I,32135228,,80,,4400803
,,20230523,192702,6-V-36-8-I,32135228,,80,,4400804
,,20230523,212555,2-H-37-4-I,32135228,,80,,4400805
,,20230523,191208,2-H-18-12-I,32135228,,80,,4400806
,,20230523,225214,3-V-38-6-I,32135228,,80,,4400807
,,20230523,122052,2-H-3-7-I,32298668,,48000,,4400808
,,20230523,230044,2-H-33-8-I,32135228,,80,,4400809
,,20230523,122027,1-V-6-9-I,32135228,,80,,4400810
,,20230523,113934,6-V-12-2-I,982761,,13500,3501873,4400811
,,20230523,183348,6-H-5-14-I,32202336,,1600,,4400812
,,20230523,185716,5-V-8-14-I,32202336,,1600,,4400813
,,20230523,185746,1-H-11-14-I,32202336,,1600,,4400814
,,20230524,105215,4-H-8-3-I,32361916,,18,,4400815
,,20230524,134934,4-V-37-6-I,32249431,,36,,4400816
,,20230524,95117,5-V-28-5-I,31492531,,60,80614514,4400817
,,20230524,95117,2-H-6-2-I,31492531,,60,80614514,4400818
,,20230524,95117,1-H-11-1-I,31492531,,60,80614514,4400819
,,20230524,95117,6-H-28-4-I,31492531,,60,80614514,4400820
,,20230524,95117,4-V-20-1-I,31492531,,60,80614514,4400821
,,20230524,95117,3-H-23-4-I,31492531,,60,80614514,4400822
,,20230524,95117,3-V-20-5-I,31492531,,60,80614514,4400823
,,20230524,95117,4-H-18-8-I,31492531,,60,80614514,4400824
,,20230524,95117,1-V-12-8-I,31492531,,60,80614514,4400825
,,20230524,95117,4-H-17-6-I,31492531,,60,80614514,4400826
,,20230524,95117,3-V-10-7-I,31492531,,60,80614514,4400827
,,20230524,95117,5-V-9-14-I,31492531,,60,80614514,4400828
,,20230524,95117,4-V-46-13-I,31492531,,60,80614514,4400829
,,20230524,95117,5-V-5-5-I,31492531,,60,80614514,4400830
,,20230524,95117,5-V-18-9-I,31492531,,60,80614514,4400831
,,20230524,95117,1-V-20-12-I,31492531,,60,80614514,4400832
,,20230524,95117,6-V-27-3-I,31492531,,60,80614514,4400833
,,20230524,80538,3-H-30-12-I,31375832,,3840,297384,4400834
,,20230524,80538,3-H-31-5-I,31375833,,3840,297384,4400835
,,20230524,80538,1-H-11-7-I,31375843,,3840,297384,4400836
,,20230524,131221,3-H-11-9-I,32292907,,18,,4400837
,,20230524,172818,2-H-9-14-I,32292907,,18,,4400838
,,20230524,131749,6-V-29-7-I,32292907,,18,,4400839
,,20230524,131813,3-V-16-13-I,32292907,,18,,4400840
,,20230524,182437,2-H-36-14-I,32292907,,18,,4400841
,,20230524,173552,5-H-16-6-I,32292907,,18,,4400842
,,20230524,173528,6-V-25-13-I,32292907,,18,,4400843
,,20230524,182525,4-H-7-12-I,32292907,,18,,4400844
,,20230524,165459,3-H-16-12-I,32292907,,18,,4400845
,,20230524,182614,3-V-15-13-I,32292907,,18,,4400846
,,20230524,165551,2-H-20-1-I,32292907,,18,,4400847
,,20230524,172952,3-H-35-1-I,32292907,,18,,4400848
,,20230524,172648,1-V-41-11-I,32292907,,18,,4400849
,,20230524,172339,5-H-37-2-I,32292907,,18,,4400850
,,20230524,170747,1-V-2-10-I,32292907,,18,,4400851
,,20230524,174422,4-V-3-1-I,32292907,,18,,4400852
,,20230524,165843,5-H-35-10-I,32292907,,18,,4400853
,,20230524,182844,2-H-39-14-I,32292907,,18,,4400854
,,20230524,165910,1-H-3-10-I,32292907,,18,,4400855
,,20230524,170045,5-V-27-12-I,32292907,,18,,4400856
,,20230524,170516,5-H-37-11-I,32292907,,18,,4400857
,,20230524,182703,2-H-37-14-I,32292907,,18,,4400858
,,20230524,170411,6-V-8-11-I,32292907,,18,,4400859
,,20230524,173736,3-H-17-14-I,32292907,,18,,4400860
,,20230524,172317,6-H-11-14-I,32292907,,18,,4400861
