B9401.KOLLIUTS,B9401.KOLLINR,B9401.SKAPDAT,B9401.SKAPTIM,B9401.FRDPLATS,B9403.ARTNR,B9401.EMBTYP,B9403.ARTANT,B9403.PACKNR
CHN08,44037500,20230608,221423,6-V-1-10-I,32135228,L4,80,
CHN08,44039814,20230608,215443,2-H-21-11-I,32135228,L4,80,
CHN08,44048419,20230608,214312,2-V-15-12-I,32135228,L4,80,
CHN08,44052706,20230608,212509,1-H-22-7-I,32135228,L4,80,
CHN08,44061679,20230608,84615,4-H-34-7-I,32135228,L3,80,
CHN08,44063617,20230608,84930,4-V-35-12-I,32135228,L3,80,
CHN08,44068786,20230608,84825,6-H-25-7-I,32135228,L3,80,
CHN08,44074613,20230608,81829,4-V-32-5-I,32135228,L3,80,
CHN08,44075972,20230608,214222,3-V-3-12-I,32135228,L4,80,
CHN08,44081317,20230608,221643,6-V-37-13-I,32135228,L4,80,
CHN08,44087586,20230608,225751,4-H-38-14-I,32135228,L4,80,
CHN08,44095807,20230608,213455,5-V-25-3-I,32135228,L4,80,
CHN08,44098197,20230608,214054,6-H-36-3-I,32135228,L4,80,
CHN08,44106105,20230608,230253,6-H-39-9-I,32135228,L4,80,
CHN08,44108866,20230608,83548,1-V-18-4-I,32135228,L3,80,
CHN08,44112313,20230608,225102,3-H-9-1-I,32135228,L4,80,
CHN08,44121122,20230608,230811,6-H-39-11-I,32135228,L4,80,
CHN08,44121959,20230608,225554,2-V-9-6-I,32135228,L4,80,
CHN08,44124166,20230608,214742,5-V-3-9-I,32135228,L4,80,
CHN08,44128997,20230608,82211,3-V-22-2-I,32135228,L3,80,
CHN08,44134623,20230608,224726,5-V-6-3-I,32135228,L4,80,
CHN08,44138363,20230608,81857,2-H-5-8-I,32135228,L3,80,
CHN08,44145105,20230608,222155,1-H-46-3-I,32135228,L4,80,
CHN08,44145582,20230608,82052,5-V-12-2-I,32135228,L3,80,
CHN08,44156714,20230608,83340,3-H-29-10-I,32135228,L3,80,
CHN08,44167904,20230608,220542,4-H-35-14-I,32135228,L4,80,
CHN08,44176260,20230608,215800,4-H-32-14-I,32135228,L4,80,
CHN08,44178188,20230608,230747,5-H-31-14-I,32135228,L4,80,
CHN08,44185571,20230608,220354,6-H-37-12-I,32135228,L4,80,
CHN08,44188270,20230608,84037,4-H-8-11-I,32135228,L3,80,
CHN08,44192154,20230608,220106,5-H-8-11-I,32135228,L4,80,
CHN08,44203602,20230608,85114,3-V-20-14-I,32135228,L3,80,
CHN08,44209843,20230608,85045,3-H-9-8-I,32135228,L3,80,
CHN08,44216103,20230608,92333,4-H-24-2-I,32135228,L3,80,
CHN08,44217030,20230608,215531,4-H-29-14-I,32135228,L4,80,
CHN08,44225753,20230608,215728,3-V-29-9-I,32135228,L4,80,
CHN08,44229183,20230608,83919,2-H-20-2-I,32135228,L3,80,
CHN08,44240680,20230608,225506,3-H-31-1-I,32135228,L4,80,
CHN08,44248910,20230608,215913,6-V-37-7-I,32135228,L4,80,
CHN08,44253084,20230608,83846,1-V-3-5-I,32135228,L3,80,
CHN08,44256219,20230608,221232,3-H-30-13-I,32135228,L4,80,
CHN08,44261079,20230608,221521,4-H-36-14-I,32135228,L4,80,
CHN08,44263435,20230608,81757,3-V-7-3-I,32135228,L3,80,
CHN08,44271122,20230608,230609,5-H-30-14-I,32135228,L4,80,
CHN08,44276605,20230608,221841,5-H-7-12-I,32135228,L4,80,
CHN08,44281889,20230608,230645,3-V-13-9-I,32135228,L4,80,
D3E8A,505472212,20230608,204711,2-H-25-1-I,30624577,K2,3000,85476617
D3E8A,505545816,20230608,204711,4-V-30-8-I,30746641,K1,4500,85476618
DSBYA,100326938,20230608,123226,6-H-3-12-I,31375948,L4,448,
DX3EC,110723563,20230608,84642,4-V-20-13-I,32249153,L1,2160,80092738
DX3EC,110834636,20230608,84642,5-H-22-13-I,31460969,L1,2640,80092738
DX3EC,110835288,20230608,84642,5-H-25-12-I,31460969,L1,2640,80092738
DX3EC,110835347,20230608,84642,1-H-13-4-I,31460969,L1,2640,80092738
DX3EC,110896916,20230608,84642,6-V-14-4-I,31460968,L1,2640,80092738
DX3EC,110905021,20230608,84642,3-H-7-4-I,31460968,L1,2640,80092738
DX3EC,110934314,20230608,84642,1-H-14-6-I,31460968,L1,2640,80092738
DX3EC,110934464,20230608,84642,2-H-21-4-I,31460968,L1,2640,80092738
DX3EC,110960400,20230608,84641,2-V-18-8-I,31493199,L2,2016,80092739
ELREA,1085388,20230608,142336,4-H-21-8-I,31670230,L3,78,180707
ELREA,1085389,20230608,142336,3-H-11-5-I,32213518,L3,50,180707
ELREA,1085390,20230608,142336,4-H-11-4-I,32213518,L3,50,180707
F6W7A,247556001,20230608,183942,5-H-15-9-Y,32249371,K1,12,
F848B,12149780,20230608,151812,4-H-26-14-I,32298497,L5,1024,963350
F848B,12149783,20230608,151812,6-V-6-6-I,32298497,L4,1024,963350
F848B,12149784,20230608,151812,2-V-2-6-I,32298497,L4,1024,963350
F848B,12149868,20230608,181223,6-H-21-5-I,31316579,L1,96,963349
GJPWF,204553358,20230608,91622,4-H-30-13-I,32140074,L4,72,574487
GJPWF,204553359,20230608,91622,1-V-3-14-I,32140074,L4,72,574487
GJPWF,204553360,20230608,91622,3-H-31-10-I,32140074,L4,72,574487
GJPWF,204553361,20230608,91622,6-V-5-11-I,32140074,L4,72,574487
GJPWF,204553362,20230608,91622,5-H-9-14-I,32140074,L5,72,574487
GJPWF,204553363,20230608,91622,4-V-14-14-I,32140074,L5,72,574487
GJPWF,204553364,20230608,91622,2-H-13-12-I,32140074,L4,72,574487
GJPWF,204553365,20230608,91622,5-H-18-7-I,32140074,L4,72,574487
GJPWF,204553366,20230608,91622,3-H-25-14-I,32140074,L5,72,574487
GJPWF,204553367,20230608,91622,4-H-17-14-I,32140074,L5,72,574487
GJPWF,204553368,20230608,91622,6-V-18-10-I,32140074,L4,72,574487
GJPWF,204553369,20230608,91622,5-H-18-13-I,32140074,L4,72,574487
GJPWF,204553370,20230608,91622,6-H-13-2-I,32140074,L4,72,574487
GJPWF,204553371,20230608,91622,5-H-20-3-I,32140074,L4,72,574487
GJPWF,204553372,20230608,91622,5-H-29-2-I,32140074,L4,72,574487
GJPWF,204553373,20230608,91622,5-H-14-14-I,32140074,L4,72,574487
GJPWF,204553374,20230608,91622,6-V-1-7-I,32140074,L4,72,574487
GJPWF,204553375,20230608,91622,2-H-44-14-I,32140074,L4,72,574487
GJPWF,204553376,20230608,91622,4-H-9-6-I,32140074,L4,72,574487
GJPWF,204553377,20230608,91622,1-V-45-3-I,32140074,L4,72,574487
GJPWF,204553378,20230608,91622,6-V-3-13-I,32140074,L4,72,574487
GJPWF,204553379,20230608,91622,3-V-8-11-I,32140074,L4,72,574487
GJPWF,204553380,20230608,91622,4-V-25-11-I,32140074,L4,72,574487
GJPWF,204553381,20230608,91622,2-H-10-1-I,32140074,L4,72,574487
GJPWF,204553382,20230608,91622,5-H-29-6-I,32140074,L4,72,574487
GJPWF,204553383,20230608,91622,2-H-13-3-I,32140074,L4,72,574487
GJPWF,204553384,20230608,91622,3-H-9-9-I,32140074,L4,72,574487
GJPWF,204553385,20230608,91622,3-V-29-3-I,32140074,L4,72,574487
GJPWF,204553386,20230608,91622,1-V-4-14-I,32140074,L4,72,574487
GJPWF,204553387,20230608,91622,4-H-20-11-I,32140074,L4,72,574487
GJPWF,204553388,20230608,91622,6-V-18-14-I,32140074,L5,72,574487
GJPWF,204553389,20230608,91622,6-H-18-14-I,32140074,L5,72,574487
GJPWF,204553390,20230608,91622,2-H-29-14-I,32140074,L4,72,574487
GJPWF,204553391,20230608,91622,3-V-31-6-I,32140074,L4,72,574487
GJPWF,204553392,20230608,91622,6-H-2-9-I,32140074,L4,72,574487
GJPWF,204553393,20230608,91622,4-H-3-2-I,32140074,L4,72,574487
GJPWF,204553394,20230608,91622,5-H-21-6-I,32140074,L4,72,574487
GJPWF,204553395,20230608,91622,4-H-30-11-I,32140076,L4,72,574487
GJPWF,204553396,20230608,91622,4-V-21-6-I,32140076,L4,72,574487
GJPWF,204553397,20230608,91622,2-H-25-14-I,32140076,L4,72,574487
GJPWF,204553398,20230608,91622,6-V-13-6-I,32140076,L4,72,574487
GJPWF,204553399,20230608,91622,1-V-2-14-I,32140076,L4,72,574487
GJPWF,204553400,20230608,91622,5-H-44-13-I,32140076,L4,72,574487
GJPWF,204553401,20230608,91622,5-H-41-11-I,32140076,L4,72,574487
N48RA,935248,20230608,110032,5-V-22-8-I,31272502,L2,16000,7688628
ND04G,204553402,20230608,82216,6-H-28-8-I,32278200,L2,3600,574483
ND04G,204553403,20230608,82216,6-H-4-5-I,31491736,L2,3600,574483
ND04G,204553404,20230608,82216,6-V-21-13-I,31491637,L2,3600,574483
ND04L,204553421,20230608,82217,3-V-15-4-I,31441011,L2,2160,574485
33186,66945,20230609,130147,2-H-9-4-I,32249029,L3,2160,
33186,66946,20230609,130423,5-V-14-8-I,32249029,L3,2160,
33186,66947,20230609,132332,5-V-14-9-I,32249029,L3,2160,
33186,66962,20230609,134003,6-V-15-8-I,32249029,L3,2160,
33186,67005,20230609,155249,1-V-1-11-I,32252604,L4,120,
33186,67006,20230609,155405,5-V-5-11-I,32252604,L4,120,
33186,67036,20230609,171348,4-H-22-8-I,32252604,L3,120,
33186,67037,20230609,171534,1-V-19-2-I,32252604,L3,120,
33186,67038,20230609,171509,1-H-18-9-I,32252604,L3,120,
33186,67041,20230609,171738,3-H-37-12-I,32252284,L3,120,
33186,67042,20230609,172525,2-V-38-5-I,32252284,L3,120,
33186,67047,20230609,171848,2-V-38-3-I,32252604,L3,120,
33186,67048,20230609,171915,2-H-38-4-I,32252604,L3,120,
33186,67049,20230609,171941,2-H-38-5-I,32252604,L3,120,
33186,67050,20230609,172037,6-H-36-5-I,32252604,L3,120,
33186,67051,20230609,172742,6-V-13-7-I,32252604,L4,120,
33186,67052,20230609,172701,4-H-21-13-I,32252604,L4,120,
33186,67053,20230609,172802,6-V-15-6-I,32252604,L4,120,
33186,67054,20230609,174503,2-V-6-14-I,32252604,L4,120,
33186,67056,20230609,172520,6-V-11-6-I,32292907,L4,18,
33186,67059,20230609,172712,6-H-12-12-I,32292907,L4,18,
33186,67060,20230609,172810,1-V-40-14-I,32292907,L4,18,
33186,67061,20230609,172643,4-H-20-3-I,32292907,L4,18,
33186,67064,20230609,173021,6-V-21-2-I,32252604,L4,120,
33186,67065,20230609,173143,3-H-38-10-I,32252604,L4,120,
33186,67066,20230609,172939,4-H-23-13-I,32252604,L4,120,
33186,67067,20230609,173003,3-V-3-2-I,32292907,L4,18,
33186,67068,20230609,173053,6-V-24-1-I,32292907,L4,18,
33186,67069,20230609,172933,6-H-17-9-I,32292907,L4,18,
33186,67071,20230609,173124,1-V-41-14-I,32292907,L4,18,
33186,67075,20230609,173332,4-H-27-7-I,32252604,L4,120,
33186,67076,20230609,173410,2-H-7-13-I,32252604,L4,120,
33186,67077,20230609,173455,5-H-15-1-I,32252604,L4,120,
33186,67078,20230609,173543,6-H-24-3-I,32252604,L4,120,
33186,67079,20230609,173608,1-H-43-14-I,32252604,L4,120,
33186,67080,20230609,191500,6-H-9-11-I,32252604,L4,120,
33186,67082,20230609,174419,2-H-11-13-I,32298804,L3,3000,
33186,67089,20230609,182022,2-V-1-7-I,32252604,L4,120,
33186,67090,20230609,182047,4-H-1-12-I,32252604,L4,120,
33186,67091,20230609,183109,1-V-41-7-I,32252604,L4,120,
33186,67092,20230609,191848,1-V-7-1-I,32252604,L4,120,
33186,67115,20230609,191239,2-H-24-14-I,31316028,L4,6480,
33186,67118,20230609,191445,3-H-11-14-I,32202336,L5,1600,
33186,67127,20230609,193601,6-H-5-6-I,31430247,L4,48000,
33186,67128,20230609,193537,2-V-5-10-I,31430247,L4,48000,
33186,67190,20230609,222353,3-H-28-14-I,31493386,L5,96,
33186,67197,20230609,230552,2-H-18-14-I,31493386,L5,96,
33186,67204,20230609,231314,6-H-13-14-I,32383187,L5,304,
33186,67213,20230609,232345,1-V-44-14-I,31493567,L5,336,
33186,67216,20230609,232346,6-H-40-14-I,31493567,L5,336,
33186,67217,20230609,232346,3-V-35-14-I,31493567,L5,336,
33186,839409,20230609,122139,OMPL1,780,L4,0,
33186,839410,20230609,123136,OMPL1,780,L4,0,
33186,839411,20230609,123243,OMPL1,780,L4,0,
33186,839413,20230609,122839,OMPL1,780,L4,0,
33186,839414,20230609,122818,OMPL1,780,L4,0,
33186,839415,20230609,122638,OMPL1,780,L4,0,
33186,839418,20230609,122343,OMPL1,780,L4,0,
AD6HF,204554413,20230609,134140,3-V-16-9-I,31312514,L3,576,574635
AD6HF,204554414,20230609,134140,4-V-38-7-I,31312514,L3,576,574635
AD6HF,204554415,20230609,134140,3-H-26-8-I,31312514,L3,576,574635
AD6HF,204554416,20230609,134140,6-H-7-8-I,31312514,L3,576,574635
AD6HF,204554417,20230609,134140,5-H-36-4-I,31312514,L3,576,574635
AD6HF,204554418,20230609,134140,4-H-12-5-I,31312514,L3,576,574635
AD6HF,204554419,20230609,134140,6-H-25-13-I,31312514,L3,576,574635
AD6HF,204554420,20230609,134140,4-H-37-3-I,31312514,L3,576,574635
AD6HF,204554421,20230609,134140,5-V-36-4-I,31312514,L3,576,574635
AD6HF,204554422,20230609,134140,5-H-36-6-I,31312514,L3,576,574635
AD6HF,204554423,20230609,134140,2-V-6-5-I,31312514,L3,576,574635
AD8BK,204554411,20230609,134155,3-H-27-11-I,31339941,L2,2850,574634
AEAAO,204555968,20230609,134157,2-H-34-1-I,32140068,L3,144,574867
AEAAO,204555969,20230609,134157,5-H-20-5-I,32140068,L3,144,574867
AEAAO,204555970,20230609,134157,5-V-33-14-I,32140068,L3,144,574867
AEAAO,204555971,20230609,134157,6-V-32-4-I,32140068,L3,144,574867
AEAAO,204555972,20230609,134157,4-V-30-10-I,32140068,L3,144,574867
AEAAO,204555973,20230609,134157,5-V-35-10-I,32140068,L3,144,574867
AEAAO,204555974,20230609,134157,4-H-37-7-I,32140068,L3,144,574867
AEAAO,204555975,20230609,134157,5-H-34-13-I,32140068,L3,144,574867
AEAAO,204555976,20230609,134157,5-V-35-8-I,32140068,L3,144,574867
AEAAO,204555977,20230609,134157,2-H-33-11-I,32140068,L3,144,574867
AEAAO,204555978,20230609,134157,5-V-33-12-I,32140068,L3,144,574867
AEAAO,204555979,20230609,134157,4-V-37-4-I,32140068,L3,144,574867
AEAAO,204555980,20230609,134157,5-V-34-2-I,32140068,L3,144,574867
AEAAO,204555981,20230609,134157,2-V-34-8-I,32140068,L3,144,574867
AEAAO,204555982,20230609,134157,2-V-34-1-I,32140068,L3,144,574867
AEAAO,204555983,20230609,134157,5-V-36-5-I,32140068,L3,144,574867
AEAAO,204555984,20230609,134157,4-H-37-5-I,32140068,L3,144,574867
AEAAO,204555985,20230609,134157,5-H-35-11-I,32140068,L3,144,574867
AECGH,359839149,20230609,174212,3-V-26-13-I,32292907,L4,18,
AECGH,359961385,20230609,174022,2-V-7-11-I,32292907,L4,18,
AECGH,359961386,20230609,173149,4-V-25-6-I,32292907,L4,18,
AECGH,360105844,20230609,173341,4-H-33-10-I,32292907,L4,18,
AECGH,360122425,20230609,173844,6-V-9-3-I,32292907,L4,18,
AECGH,360122427,20230609,173611,6-V-27-14-I,32292907,L4,18,
AECGH,360122428,20230609,173955,4-H-33-11-I,32292907,L4,18,
AECGH,360122429,20230609,173638,2-H-35-11-I,32292907,L4,18,
AECGH,360122430,20230609,173407,1-V-42-14-I,32292907,L4,18,
AECGH,360122431,20230609,173245,1-H-42-14-I,32292907,L4,18,
AECGH,360122432,20230609,174558,1-H-44-14-I,32292907,L4,18,
AECGH,360123425,20230609,171622,6-H-18-8-I,32252604,L3,120,
AECGH,360131934,20230609,173806,6-V-28-3-I,32292907,L4,18,
AECGH,360131936,20230609,174141,6-H-29-1-I,32292907,L4,18,
AECGH,360151292,20230609,172403,5-V-29-4-I,32252604,L3,120,
AECHB,71356,20230609,113328,3-H-34-2-I,31460682,L3,72,2302108
AECHB,71357,20230609,113328,6-V-17-10-I,31460682,L3,72,2302108
AECHB,71358,20230609,113328,6-H-32-10-I,31460682,L3,72,2302108
AECHB,71359,20230609,113328,4-H-39-4-I,31460682,L3,72,2302108
AECHB,71360,20230609,113328,5-H-34-1-I,31460682,L3,72,2302108
AECHB,71361,20230609,113328,4-V-37-10-I,31460682,L3,72,2302108
AECHB,71364,20230609,113328,6-H-29-9-I,31460682,L3,72,2302108
AECHB,71365,20230609,113328,2-H-17-5-I,31460682,L3,72,2302108
AECHB,71367,20230609,113328,1-H-21-1-I,31460682,L3,72,2302108
AECHB,71368,20230609,113328,2-V-34-14-I,31460682,L3,72,2302108
AECHB,71369,20230609,113328,1-H-23-8-I,31460682,L3,72,2302108
AECHB,71372,20230609,113328,2-H-34-12-I,31460682,L3,72,2302108
AECHB,71373,20230609,113328,4-H-38-11-I,31460682,L3,72,2302108
AECHB,71374,20230609,113328,6-V-25-7-I,31460682,L3,72,2302108
AECHB,71377,20230609,113328,1-H-23-7-I,31460682,L3,72,2302108
AECHB,71378,20230609,113328,1-V-23-7-I,31460682,L3,72,2302108
AECHB,71381,20230609,113328,3-H-8-5-I,31460682,L3,72,2302108
AECHB,71382,20230609,113328,4-H-39-2-I,31460682,L3,72,2302108
AECHB,71384,20230609,113328,1-V-23-9-I,31460682,L3,72,2302108
AECHB,71385,20230609,113328,4-H-21-7-I,31460682,L3,72,2302108
AECHB,71386,20230609,113328,3-V-19-14-I,31460682,L3,72,2302108
AEENA,85741700,20230609,130533,6-H-31-9-I,30624362,K1,18000,2442222
AEKIZ,20294527,20230609,82352,6-H-33-8-I,31679549,L3,2760,7080971
AEKIZ,20294564,20230609,82352,4-V-39-6-I,31679549,L3,2760,7080971
AEKIZ,20295989,20230609,82352,3-V-22-4-I,31679549,L3,2760,7081004
AEP80,503243019,20230609,161735,3-H-20-8-I,31491811,L3,24,55355856
AEP80,503248447,20230609,161735,2-V-10-1-I,31491811,L4,24,55355856
AEP80,503249618,20230609,161735,6-V-23-4-I,31491811,L3,24,55355856
AEP80,503251876,20230609,161735,5-V-26-13-I,31491811,L3,24,55355856
AEP80,503260022,20230609,161735,2-V-24-4-I,31491811,L3,24,55355856
AEP80,503268211,20230609,161735,5-V-22-2-I,31491811,L3,24,55355856
AEP80,503281643,20230609,161735,2-V-22-13-I,31491811,L3,24,55355856
AEP80,503291828,20230609,161735,3-H-14-4-I,31491811,L3,24,55355856
AEP80,503343408,20230609,161735,3-V-13-12-I,31491811,L3,24,55355856
AEP80,503349629,20230609,161735,3-V-26-7-I,31491811,L3,24,55355856
AEP80,503350644,20230609,161735,6-H-26-12-I,31491811,L3,24,55355856
AEP80,503359718,20230609,161735,4-H-35-3-I,31491811,L3,24,55355856
AEP80,503360914,20230609,161735,1-V-22-2-I,31491811,L3,24,55355856
AEP80,503362509,20230609,161735,6-H-9-14-I,31491811,L5,24,55355856
AEP80,503369119,20230609,161735,3-H-23-8-I,31491811,L3,24,55355856
AEP80,503373254,20230609,161735,4-H-37-2-I,31491811,L3,24,55355856
AEP80,503376646,20230609,161735,4-H-35-10-I,31491811,L3,24,55355856
AEP80,503394167,20230609,161735,2-V-28-2-I,31491811,L3,24,55355856
AEP80,503398692,20230609,161735,2-V-27-13-I,31491811,L3,24,55355856
AEP80,503405621,20230609,161735,6-H-26-2-I,31491811,L3,24,55355856
AEP80,503408613,20230609,161735,3-V-21-5-I,31491811,L3,24,55355856
AESZF,170715830,20230609,191034,5-V-11-3-I,31316028,L4,6480,
BQ2PA,32820,20230609,204522,3-H-7-1-Y,31316277,K1,7600,
BQ2PA,32821,20230609,204825,4-H-23-11-I,31316277,K1,7600,
BQ2PA,32822,20230609,204642,2-H-6-5-Y,31316277,K1,7600,
BQ2PA,32823,20230609,204749,3-V-16-14-I,31316277,K1,7600,
BQ2PA,32824,20230609,204713,2-V-36-13-I,31316277,K1,7600,
C7Q2D,85750395,20230609,142037,1-V-21-6-I,30624586,K1,6000,2442228
C7Q2D,85750396,20230609,142037,6-V-23-11-Y,30624586,K1,6000,2442228
C7Q2D,85750400,20230609,142037,1-V-14-3-Y,986320,K1,400,2442228
C7Q2D,85750401,20230609,142037,1-V-21-12-I,30713237,K2,11800,2442228
D07FD,131330131,20230609,110846,5-H-32-13-I,986035,K1,15000,4245744
D07FF,199494582,20230609,91513,4-H-23-9-I,985858,K1,15750,6276323
D0DBT,476851675,20230609,145705,4-H-35-2-Y,31401302,K2,3150,24546821
EGAYA,10039112,20230609,121754,5-V-9-12-I,31452553,L3,576,86243751
EMLNA,2694279,20230609,191509,5-V-6-14-I,32202336,L5,1600,
EMLNA,2694280,20230609,191306,4-V-1-14-I,32202336,L5,1600,
EMLNA,2694281,20230609,191533,1-H-46-14-I,32202336,L5,1600,
GJPWC,204554410,20230609,134155,2-V-41-10-I,31372487,L4,2880,574631
GJPWF,204554424,20230609,134156,4-H-15-14-I,32140074,L5,72,574636
GJPWF,204554425,20230609,134156,6-H-5-10-I,32140074,L4,72,574636
GJPWF,204554426,20230609,134156,2-V-46-12-I,32140074,L4,72,574636
GJPWF,204554427,20230609,134156,2-H-21-14-I,32140074,L4,72,574636
GJPWF,204554428,20230609,134156,4-V-3-11-I,32140074,L4,72,574636
GJPWF,204554429,20230609,134156,3-V-22-1-I,32140074,L4,72,574636
GJPWF,204554430,20230609,134156,1-V-5-10-I,32140074,L4,72,574636
GJPWF,204554431,20230609,134156,1-V-46-10-I,32140074,L4,72,574636
GJPWF,204554432,20230609,134156,2-H-27-14-I,32140074,L4,72,574636
GJPWF,204554433,20230609,134156,5-V-10-14-I,32140074,L5,72,574636
GJPWF,204554434,20230609,134156,3-H-14-12-I,32140074,L4,72,574636
GJPWF,204554435,20230609,134156,5-V-7-12-I,32140074,L4,72,574636
GJPWF,204554436,20230609,134156,3-H-14-13-I,32140074,L4,72,574636
GJPWF,204554437,20230609,134156,4-H-16-14-I,32140074,L5,72,574636
GJPWF,204554438,20230609,134156,4-H-25-6-I,32140074,L4,72,574636
GJPWF,204554439,20230609,134156,5-V-29-1-I,32140076,L4,72,574636
GJPWF,204554440,20230609,134156,3-H-14-14-I,32140076,L5,72,574636
GJPWF,204554441,20230609,134156,3-V-15-11-I,32140076,L4,72,574636
ND04G,204554386,20230609,120246,3-V-2-5-I,32278200,L2,3600,574622
ND04G,204554387,20230609,120246,4-H-15-11-I,31491736,L2,3600,574622
ND04G,204554388,20230609,120246,1-V-16-11-I,31491736,L2,3600,574622
ND04G,204554389,20230609,120246,2-V-19-1-I,31491736,L2,2400,574622
ND04G,204554390,20230609,120246,5-H-4-12-I,31491736,L2,3600,574622
ND04G,204554391,20230609,120246,1-H-17-11-I,31491637,L2,3600,574622
ND04G,204554392,20230609,120246,6-V-7-12-I,31491637,L2,3600,574622
ND04L,204554409,20230609,120300,2-H-11-10-I,31441011,L2,2160,574630
ND04R,204553405,20230609,134139,4-H-38-7-I,32363034,L1,96,574484
ND04R,204553406,20230609,134139,2-H-33-13-I,32363034,L1,96,574484
ND04R,204553407,20230609,134139,6-V-32-2-I,32363034,L1,96,574484
ND04R,204553408,20230609,134139,4-V-37-8-I,32363034,L1,96,574484
ND04R,204553409,20230609,134139,1-H-23-3-I,32363034,L1,96,574484
ND04R,204553410,20230609,134139,6-H-27-3-I,32363034,L1,96,574484
ND04R,204553411,20230609,134139,3-V-8-3-I,32363034,L1,96,574484
ND04R,204553412,20230609,134139,3-V-23-3-I,32363034,L1,96,574484
ND04R,204553413,20230609,134139,5-V-33-9-I,32363034,L1,96,574484
ND04R,204553414,20230609,134139,4-H-38-8-I,32363034,L1,96,574484
ND04R,204553415,20230609,134139,6-H-27-9-I,32363034,L1,96,574484
ND04R,204553416,20230609,134139,1-H-13-1-I,32363034,L1,96,574484
ND04R,204553417,20230609,134139,2-H-34-8-I,32363034,L1,96,574484
ND04R,204553418,20230609,134139,4-V-38-5-I,32363034,L1,96,574484
ND04R,204553419,20230609,134139,5-H-31-13-I,32363034,L1,96,574484
ND04R,204553420,20230609,134139,4-H-38-4-I,32363034,L1,96,574484
ND04R,204554270,20230609,134155,6-H-31-2-I,32363034,L1,96,574625
ND04R,204554271,20230609,134155,3-V-31-5-I,32363034,L1,96,574625
ND04R,204554272,20230609,134155,2-H-34-3-I,32363034,L1,96,574625
ND04R,204554273,20230609,134155,3-H-31-8-I,32363034,L1,96,574625
ND04R,204554274,20230609,134155,6-V-31-11-I,32363034,L1,96,574625
ND04R,204554275,20230609,134155,6-H-29-3-I,32363034,L1,96,574625
ND04R,204554276,20230609,134155,2-H-10-3-I,32363034,L1,96,574625
ND04R,204554277,20230609,134155,4-V-26-9-I,32363034,L1,96,574625
ND04R,204554278,20230609,134155,3-V-34-5-I,32363034,L1,96,574625
ND04R,204554279,20230609,134155,2-H-34-7-I,32363034,L1,96,574625
ND04R,204554280,20230609,134155,2-H-34-2-I,32363034,L1,96,574625
ND04R,204554281,20230609,134155,3-V-33-8-I,32363034,L1,96,574625
ND04R,204554282,20230609,134155,5-H-35-8-I,32363034,L1,96,574625
ND04R,204554283,20230609,134155,4-H-38-2-I,32363034,L1,96,574625
ND04R,204554284,20230609,134155,6-V-31-5-I,32363034,L1,96,574625
ND04R,204554285,20230609,134155,4-V-37-11-I,32363034,L1,96,574625
ND04R,204554286,20230609,134155,3-H-33-6-I,32363034,L1,96,574625
ND04R,204554287,20230609,134155,6-H-27-12-I,32363034,L1,96,574625
ND04R,204554288,20230609,134155,4-H-37-8-I,32363034,L1,96,574625
ND04R,204554289,20230609,134155,4-V-38-4-I,32363034,L1,96,574625
ND04R,204554290,20230609,134155,6-H-31-6-I,32363034,L1,96,574625
ND04R,204554291,20230609,134155,2-V-34-5-I,32363034,L1,96,574625
ND04R,204554292,20230609,134155,5-H-23-3-I,32363034,L1,96,574625
ND04R,204554293,20230609,134155,6-H-30-9-I,32363034,L1,96,574625
ND04R,204554294,20230609,134155,5-V-24-2-I,32363034,L1,96,574625
ND04R,204554295,20230609,134155,3-V-30-3-I,32363034,L1,96,574625
ND04R,204554296,20230609,134155,6-V-31-13-I,32363034,L1,96,574625
ND04R,204554297,20230609,134155,4-V-37-13-I,32363034,L1,96,574625
ND04R,204554298,20230609,134155,6-H-31-4-I,32363034,L1,96,574625
ND04R,204554299,20230609,134155,5-V-19-8-I,32363034,L1,96,574625
ND04R,204554300,20230609,134155,4-H-37-9-I,32363034,L1,96,574625
